Neighbourhood Name,Latitude,Longitude,Violation_Type,Reported_Month,Reported_Year,QRT,Preschool,Kindergarten,Gr7_Gr9,Gr10_Gr12,Post_Secondary,Homemaker,Employedage0-30,Employed 30+ ,Unemployed,Retired,Permanently U,Employment_No Response,"Income_Less than $30,","Income_$30,000 to les","Income_$60,000 to les","Income_$100,000 to le","Income_$125,000 to le","Income_$150,000 to le","Income_$200,000 to le","Income_$250,000 or mo",Income_No Response,actual values,predicted
ALDERGROVE,53.516888,-113.641242,Sexual Assaults,September,2016,Q3,290.0,348.0,126.0,108.0,168.0,113.0,271.0,1711.0,223.0,451.0,61.0,1110.0,119.0,266.0,284.0,135.0,72.0,49.0,22.0,12.0,952.0,1,1.622
KEHEEWIN,53.450243,-113.504513,Assault,July,2016,Q3,44.0,81.0,24.0,37.0,56.0,38.0,92.0,500.0,46.0,441.0,18.0,1125.0,68.0,144.0,138.0,70.0,33.0,38.0,14.0,15.0,695.0,2,1.684
GLENWOOD,53.536417,-113.60277,Assault,July,2016,Q3,176.0,244.0,102.0,93.0,85.0,78.0,248.0,1302.0,225.0,647.0,78.0,1701.0,404.0,435.0,251.0,83.0,34.0,26.0,6.0,2.0,943.0,6,3.702
BOYLE STREET,53.547631,-113.479263,Assault,August,2016,Q3,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,15,10.842
OVERLANDERS,53.581011,-113.388176,Assault,May,2016,Q2,156.0,188.0,57.0,39.0,35.0,56.0,115.0,834.0,188.0,183.0,38.0,1048.0,129.0,207.0,192.0,60.0,38.0,20.0,3.0,7.0,571.0,2,1.734
ROPER INDUSTRIAL,53.4958,-113.430431,Assault,January,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.178
KIRKNESS,53.611416,-113.388399,Sexual Assaults,January,2016,Q1,216.0,281.0,98.0,115.0,102.0,104.0,217.0,1378.0,218.0,277.0,66.0,915.0,94.0,179.0,186.0,78.0,46.0,44.0,15.0,4.0,835.0,1,1.226
BEVERLY HEIGHTS,53.564122,-113.402652,Assault,September,2016,Q3,101.0,138.0,53.0,43.0,52.0,89.0,150.0,883.0,215.0,722.0,116.0,622.0,265.0,329.0,130.0,43.0,17.0,18.0,5.0,3.0,822.0,2,2.296
BANNERMAN,53.60395,-113.378624,Assault,March,2016,Q1,181.0,265.0,108.0,101.0,55.0,66.0,242.0,1072.0,217.0,293.0,70.0,359.0,172.0,239.0,280.0,111.0,43.0,41.0,9.0,7.0,255.0,2,2.468
ORMSBY PLACE,53.499106,-113.642761,Assault,August,2016,Q3,176.0,280.0,125.0,119.0,179.0,90.0,326.0,1433.0,185.0,392.0,45.0,2014.0,107.0,216.0,246.0,117.0,96.0,97.0,41.0,34.0,946.0,3,1.694
STRATHCONA,53.52239,-113.490986,Assault,December,2016,Q4,205.0,166.0,70.0,69.0,494.0,123.0,490.0,2787.0,290.0,627.0,58.0,3594.0,488.0,651.0,664.0,290.0,149.0,147.0,76.0,92.0,2748.0,4,7.088
HIGH PARK,53.554986,-113.584199,Assault,August,2016,Q3,17.0,18.0,22.0,17.0,14.0,21.0,38.0,223.0,41.0,155.0,14.0,758.0,42.0,61.0,50.0,34.0,13.0,7.0,3.0,3.0,450.0,2,2.306
MINCHAU,53.469829,-113.412766,Assault,February,2016,Q1,57.0,106.0,53.0,37.0,35.0,38.0,86.0,484.0,60.0,170.0,15.0,1990.0,19.0,59.0,79.0,42.0,27.0,21.0,4.0,3.0,823.0,1,1.57
BEACON HEIGHTS,53.573539,-113.40604,Sexual Assaults,June,2016,Q2,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,1,1.452
BELVEDERE,53.591057,-113.436063,Assault,February,2016,Q1,189.0,227.0,98.0,93.0,99.0,115.0,209.0,1112.0,219.0,508.0,103.0,2197.0,343.0,326.0,239.0,74.0,38.0,20.0,10.0,6.0,1319.0,5,5.564
MALMO PLAINS,53.485677,-113.528992,Assault,March,2016,Q1,183.0,187.0,61.0,54.0,266.0,75.0,123.0,769.0,100.0,318.0,13.0,1077.0,58.0,178.0,163.0,63.0,42.0,46.0,20.0,16.0,644.0,1,1.22
PRINCE CHARLES,53.575635,-113.536002,Assault,February,2016,Q1,28.0,40.0,16.0,10.0,11.0,12.0,48.0,260.0,55.0,71.0,15.0,715.0,37.0,54.0,64.0,26.0,9.0,6.0,2.0,1.0,387.0,4,2.82
CARLISLE,53.60352,-113.525915,Assault,May,2016,Q2,198.0,289.0,101.0,86.0,102.0,117.0,165.0,1057.0,211.0,340.0,32.0,1054.0,133.0,270.0,250.0,87.0,59.0,36.0,9.0,7.0,510.0,1,1.148
WOODCROFT,53.564595,-113.558327,Sexual Assaults,March,2016,Q1,76.0,88.0,40.0,35.0,56.0,30.0,96.0,522.0,63.0,579.0,36.0,523.0,214.0,121.0,107.0,32.0,24.0,29.0,6.0,5.0,642.0,1,1.276
HOLYROOD,53.531361,-113.45019,Robbery,October,2016,Q4,117.0,151.0,62.0,64.0,77.0,53.0,153.0,787.0,76.0,362.0,29.0,1488.0,63.0,140.0,161.0,71.0,83.0,62.0,27.0,19.0,906.0,1,1.16
CALLINGWOOD NORTH,53.507598,-113.623025,Assault,November,2016,Q4,152.0,167.0,56.0,37.0,56.0,52.0,117.0,882.0,134.0,177.0,29.0,517.0,126.0,247.0,207.0,50.0,14.0,8.0,5.0,2.0,450.0,1,1.706
CLAREVIEW TOWN CENTRE,53.601948,-113.406891,Robbery,July,2016,Q3,142.0,137.0,49.0,33.0,140.0,70.0,172.0,888.0,129.0,93.0,20.0,1462.0,99.0,161.0,190.0,92.0,31.0,24.0,7.0,4.0,814.0,1,1.57
CALGARY TRAIL SOUTH,53.471191,-113.493532,Robbery,May,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.102
THORNCLIFF,53.516698,-113.622828,Robbery,October,2016,Q4,137.0,203.0,94.0,75.0,67.0,70.0,146.0,967.0,137.0,258.0,51.0,1349.0,45.0,96.0,84.0,32.0,27.0,14.0,6.0,5.0,956.0,1,1.918
WESTMOUNT,53.549995,-113.539976,Robbery,March,2016,Q1,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,1,1.158
HERITAGE VALLEY TOWN CENTRE AREA,53.406404,-113.543916,Sexual Assaults,December,2016,Q4,9.0,8.0,1.0,3.0,7.0,8.0,8.0,80.0,9.0,13.0,0.0,412.0,12.0,72.0,75.0,31.0,6.0,10.0,2.0,0.0,84.0,1,1.184
MAPLE RIDGE,53.50205,-113.363063,Assault,November,2016,Q4,42.0,49.0,30.0,20.0,7.0,32.0,73.0,502.0,132.0,167.0,46.0,509.0,67.0,174.0,76.0,22.0,9.0,6.0,0.0,0.0,432.0,2,1.746
ELLERSLIE,53.428545,-113.457731,Assault,February,2016,Q1,319.0,452.0,129.0,81.0,123.0,154.0,213.0,1707.0,194.0,166.0,17.0,1985.0,41.0,148.0,290.0,138.0,71.0,56.0,19.0,7.0,1213.0,3,1.236
GROVENOR,53.545399,-113.571912,Assault,June,2016,Q2,90.0,119.0,38.0,32.0,48.0,48.0,115.0,674.0,81.0,225.0,24.0,666.0,69.0,127.0,140.0,70.0,57.0,46.0,28.0,25.0,376.0,1,1.76
HADDOW,53.45475,-113.596489,Assault,May,2016,Q2,186.0,349.0,158.0,141.0,166.0,164.0,188.0,1282.0,106.0,476.0,17.0,959.0,49.0,97.0,171.0,129.0,93.0,146.0,72.0,110.0,681.0,1,1.054
GARNEAU,53.519911,-113.513536,Assault,October,2016,Q4,109.0,105.0,24.0,17.0,1621.0,60.0,268.0,1732.0,287.0,538.0,45.0,4984.0,1044.0,523.0,423.0,132.0,78.0,89.0,33.0,61.0,3183.0,1,2.078
ALBERTA AVENUE,53.568485,-113.485119,Robbery,August,2016,Q3,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,3,2.33
LYNNWOOD,53.515701,-113.589909,Assault,June,2016,Q2,103.0,166.0,70.0,29.0,51.0,38.0,161.0,887.0,228.0,320.0,39.0,1188.0,70.0,159.0,161.0,58.0,45.0,45.0,15.0,6.0,816.0,2,2.01
BOYLE STREET,53.547631,-113.479263,Assault,April,2016,Q2,121.0,111.0,36.0,31.0,151.0,54.0,300.0,1393.0,516.0,691.0,258.0,3078.0,826.0,487.0,303.0,87.0,41.0,32.0,10.0,14.0,2172.0,14,10.854
RUTHERFORD,53.416765,-113.529788,Assault,September,2016,Q3,768.0,1006.0,300.0,231.0,332.0,367.0,524.0,3825.0,406.0,613.0,42.0,2429.0,130.0,368.0,621.0,334.0,255.0,273.0,99.0,77.0,1938.0,1,1.504
WESTMOUNT,53.549995,-113.539976,Assault,November,2016,Q4,226.0,240.0,88.0,76.0,194.0,82.0,308.0,2185.0,200.0,467.0,79.0,1742.0,233.0,378.0,388.0,172.0,132.0,126.0,84.0,91.0,1448.0,1,3.81
KENSINGTON,53.595863,-113.528924,Robbery,October,2016,Q4,85.0,122.0,47.0,42.0,35.0,74.0,106.0,660.0,112.0,772.0,32.0,1762.0,119.0,162.0,148.0,51.0,28.0,19.0,7.0,3.0,1102.0,1,1.278
BEACON HEIGHTS,53.573539,-113.40604,Assault,June,2016,Q2,127.0,139.0,75.0,52.0,34.0,73.0,157.0,1021.0,248.0,421.0,70.0,470.0,142.0,152.0,190.0,62.0,33.0,24.0,6.0,3.0,591.0,2,3.418
TIPASKAN,53.461895,-113.458,Robbery,August,2016,Q3,178.0,261.0,99.0,83.0,90.0,96.0,163.0,929.0,189.0,227.0,39.0,606.0,163.0,204.0,184.0,54.0,43.0,18.0,9.0,9.0,324.0,1,1.2
OLIVER,53.541983,-113.523994,Assault,October,2016,Q4,215.0,136.0,44.0,45.0,658.0,156.0,667.0,5465.0,554.0,2343.0,204.0,7636.0,1413.0,1611.0,1505.0,537.0,277.0,231.0,91.0,120.0,6716.0,10,9.25
OTTEWELL,53.531285,-113.430746,Robbery,December,2016,Q4,194.0,231.0,112.0,136.0,151.0,114.0,319.0,1613.0,167.0,943.0,48.0,1701.0,200.0,314.0,361.0,181.0,135.0,132.0,45.0,33.0,1088.0,1,1.758
QUEEN MARY PARK,53.553321,-113.519654,Assault,May,2016,Q2,230.0,164.0,57.0,44.0,332.0,96.0,356.0,1971.0,510.0,376.0,119.0,2691.0,587.0,488.0,294.0,92.0,55.0,43.0,10.0,11.0,2367.0,13,6.948
CALGARY TRAIL NORTH,53.490156,-113.494069,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.9
WEST JASPER PLACE,53.53663,-113.584144,Assault,September,2016,Q3,85.0,80.0,32.0,38.0,41.0,89.0,139.0,770.0,148.0,268.0,40.0,1338.0,169.0,309.0,83.0,27.0,22.0,14.0,7.0,4.0,839.0,10,3.184
BEAUMARIS,53.618422,-113.505007,Assault,September,2016,Q3,131.0,155.0,72.0,65.0,113.0,93.0,177.0,1010.0,121.0,967.0,49.0,1445.0,114.0,209.0,182.0,72.0,48.0,47.0,20.0,14.0,1253.0,3,1.414
EMPIRE PARK,53.484366,-113.505859,Robbery,August,2016,Q3,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,2,2.252
LORELEI,53.624593,-113.504466,Sexual Assaults,July,2016,Q3,282.0,309.0,123.0,91.0,123.0,164.0,169.0,1255.0,179.0,448.0,47.0,944.0,166.0,352.0,274.0,89.0,52.0,41.0,10.0,6.0,425.0,1,1.304
EMPIRE PARK,53.484366,-113.505859,Sexual Assaults,September,2016,Q3,194.0,204.0,83.0,76.0,401.0,113.0,236.0,1340.0,204.0,377.0,48.0,1626.0,128.0,385.0,345.0,79.0,19.0,10.0,3.0,1.0,1330.0,3,2.032
EAUX CLAIRES,53.621639,-113.485637,Assault,February,2016,Q1,142.0,185.0,97.0,85.0,147.0,92.0,132.0,1170.0,100.0,246.0,26.0,1005.0,56.0,166.0,222.0,95.0,55.0,45.0,23.0,20.0,570.0,2,1.756
KILKENNY,53.610378,-113.455119,Assault,May,2016,Q2,145.0,280.0,130.0,128.0,122.0,119.0,223.0,1245.0,196.0,573.0,79.0,2367.0,208.0,321.0,250.0,110.0,72.0,40.0,20.0,7.0,1007.0,4,3.266
MAYFIELD,53.555018,-113.59817,Assault,February,2016,Q1,56.0,86.0,32.0,43.0,23.0,29.0,91.0,504.0,84.0,201.0,35.0,779.0,46.0,110.0,90.0,39.0,27.0,16.0,10.0,4.0,523.0,1,1.444
ERMINESKIN,53.457639,-113.505728,Assault,April,2016,Q2,206.0,222.0,102.0,89.0,177.0,131.0,254.0,1580.0,225.0,800.0,49.0,1406.0,367.0,531.0,322.0,94.0,60.0,45.0,28.0,11.0,986.0,2,1.91
PLEASANTVIEW,53.493176,-113.507131,Robbery,November,2016,Q4,149.0,135.0,65.0,56.0,128.0,65.0,216.0,1119.0,146.0,605.0,28.0,1190.0,348.0,332.0,261.0,83.0,46.0,45.0,21.0,21.0,821.0,1,1.188
YELLOWHEAD CORRIDOR WEST,53.582841,-113.512729,Assault,June,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.362
WESTWOOD,53.575942,-113.498585,Assault,July,2016,Q3,61.0,58.0,15.0,5.0,99.0,39.0,154.0,780.0,271.0,188.0,101.0,1346.0,381.0,321.0,124.0,36.0,22.0,14.0,2.0,3.0,924.0,4,3.416
BONNIE DOON,53.525337,-113.467111,Assault,August,2016,Q3,149.0,174.0,67.0,66.0,187.0,63.0,230.0,1313.0,152.0,497.0,39.0,1602.0,256.0,228.0,225.0,115.0,74.0,79.0,40.0,59.0,1056.0,1,3.494
WINDERMERE,53.432563,-113.626008,Assault,July,2016,Q3,530.0,430.0,149.0,118.0,134.0,196.0,235.0,2254.0,160.0,281.0,23.0,3618.0,37.0,144.0,271.0,137.0,151.0,150.0,74.0,145.0,2027.0,1,1.232
ABBOTTSFIELD,53.574143,-113.388758,Assault,July,2016,Q3,159.0,189.0,64.0,52.0,43.0,83.0,102.0,453.0,135.0,80.0,48.0,499.0,206.0,170.0,79.0,23.0,4.0,3.0,3.0,2.0,195.0,4,2.296
JASPER PARK,53.52307,-113.584105,Assault,April,2016,Q2,61.0,67.0,25.0,29.0,30.0,37.0,90.0,512.0,53.0,189.0,40.0,622.0,104.0,127.0,118.0,27.0,25.0,12.0,6.0,6.0,412.0,2,1.626
CAERNARVON,53.6119,-113.526402,Sexual Assaults,March,2016,Q1,151.0,231.0,111.0,67.0,60.0,100.0,164.0,935.0,138.0,440.0,38.0,1904.0,82.0,208.0,210.0,75.0,40.0,23.0,7.0,4.0,967.0,1,1.582
PRINCE CHARLES,53.575635,-113.536002,Robbery,January,2016,Q1,28.0,40.0,16.0,10.0,11.0,12.0,48.0,260.0,55.0,71.0,15.0,715.0,37.0,54.0,64.0,26.0,9.0,6.0,2.0,1.0,387.0,1,1.888
TERWILLEGAR TOWNE,53.45067,-113.577738,Robbery,April,2016,Q2,286.0,533.0,239.0,179.0,201.0,178.0,286.0,1830.0,100.0,555.0,18.0,1779.0,52.0,147.0,265.0,175.0,135.0,154.0,73.0,86.0,1179.0,1,1.028
ERMINESKIN,53.457639,-113.505728,Robbery,May,2016,Q2,206.0,222.0,102.0,89.0,177.0,131.0,254.0,1580.0,225.0,800.0,49.0,1406.0,367.0,531.0,322.0,94.0,60.0,45.0,28.0,11.0,986.0,1,1.18
KENNEDALE INDUSTRIAL,53.590871,-113.423376,Assault,September,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.548
WEINLOS,53.459907,-113.413836,Sexual Assaults,June,2016,Q2,80.0,131.0,90.0,77.0,74.0,85.0,139.0,916.0,104.0,294.0,43.0,1275.0,28.0,100.0,102.0,42.0,17.0,26.0,6.0,5.0,839.0,2,1.352
SAKAW,53.44198,-113.428828,Sexual Assaults,October,2016,Q4,165.0,297.0,149.0,133.0,97.0,118.0,232.0,1446.0,202.0,462.0,45.0,638.0,317.0,244.0,242.0,81.0,38.0,44.0,15.0,3.0,397.0,1,1.04
BATURYN,53.63098,-113.504339,Assault,July,2016,Q3,152.0,248.0,130.0,108.0,102.0,122.0,192.0,1339.0,170.0,531.0,52.0,1772.0,33.0,138.0,202.0,101.0,46.0,26.0,7.0,4.0,1191.0,3,1.304
BELLEVUE,53.566417,-113.445942,Sexual Assaults,August,2016,Q3,35.0,45.0,21.0,10.0,29.0,16.0,50.0,302.0,34.0,90.0,10.0,359.0,39.0,58.0,68.0,41.0,24.0,16.0,11.0,8.0,216.0,1,1.208
STRATHCONA,53.52239,-113.490986,Robbery,March,2016,Q1,205.0,166.0,70.0,69.0,494.0,123.0,490.0,2787.0,290.0,627.0,58.0,3594.0,488.0,651.0,664.0,290.0,149.0,147.0,76.0,92.0,2748.0,1,3.98
STRATHEARN,53.531292,-113.464047,Assault,April,2016,Q2,68.0,58.0,17.0,17.0,43.0,24.0,116.0,662.0,62.0,462.0,20.0,1093.0,250.0,153.0,96.0,54.0,34.0,36.0,16.0,26.0,815.0,1,1.054
KERNOHAN,53.5894,-113.380164,Assault,December,2016,Q4,131.0,150.0,67.0,65.0,44.0,87.0,95.0,908.0,123.0,453.0,37.0,832.0,57.0,152.0,173.0,78.0,44.0,38.0,9.0,8.0,614.0,1,1.204
BALWIN,53.587951,-113.455075,Sexual Assaults,July,2016,Q3,192.0,240.0,85.0,74.0,65.0,81.0,206.0,823.0,303.0,382.0,76.0,1295.0,321.0,282.0,175.0,53.0,35.0,12.0,8.0,4.0,654.0,1,1.282
ROSSLYN,53.595758,-113.504287,Robbery,October,2016,Q4,97.0,194.0,56.0,57.0,42.0,68.0,180.0,806.0,210.0,721.0,43.0,501.0,251.0,185.0,185.0,99.0,42.0,10.0,6.0,1.0,522.0,1,1.1
RAPPERSWILL,53.635411,-113.535029,Sexual Assaults,June,2016,Q2,94.0,97.0,36.0,28.0,28.0,25.0,61.0,453.0,32.0,30.0,2.0,1141.0,3.0,46.0,127.0,73.0,64.0,50.0,14.0,18.0,337.0,1,1.046
ROSSDALE,53.533155,-113.495797,Robbery,March,2016,Q1,17.0,24.0,10.0,10.0,37.0,11.0,56.0,335.0,20.0,85.0,7.0,250.0,29.0,58.0,62.0,26.0,24.0,25.0,17.0,36.0,190.0,1,1.54
THORNCLIFF,53.516698,-113.622828,Robbery,March,2016,Q1,137.0,203.0,94.0,75.0,67.0,70.0,146.0,967.0,137.0,258.0,51.0,1349.0,45.0,96.0,84.0,32.0,27.0,14.0,6.0,5.0,956.0,1,2.24
ALBERTA AVENUE,53.568485,-113.485119,Sexual Assaults,March,2016,Q1,246.0,301.0,102.0,109.0,155.0,156.0,435.0,1861.0,369.0,508.0,171.0,2342.0,601.0,667.0,364.0,139.0,62.0,61.0,11.0,4.0,1138.0,1,2.756
EVERGREEN,53.632277,-113.350484,Assault,June,2016,Q2,48.0,59.0,31.0,14.0,5.0,31.0,31.0,351.0,51.0,147.0,39.0,697.0,60.0,87.0,55.0,26.0,14.0,3.0,2.0,0.0,439.0,1,1.674
RIVER VALLEY VICTORIA,53.534997,-113.523696,Assault,April,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.622
CHAMBERY,53.640764,-113.511761,Assault,April,2016,Q2,85.0,193.0,90.0,59.0,49.0,70.0,96.0,575.0,27.0,82.0,3.0,1284.0,2.0,31.0,73.0,57.0,42.0,54.0,29.0,15.0,424.0,1,1.026
TAMARACK,53.464811,-113.359165,Robbery,October,2016,Q4,352.0,380.0,125.0,90.0,87.0,134.0,154.0,1325.0,135.0,101.0,8.0,1686.0,103.0,242.0,293.0,129.0,64.0,69.0,28.0,12.0,498.0,1,1.388
BLUE QUILL,53.457627,-113.526237,Assault,April,2016,Q2,254.0,270.0,106.0,84.0,150.0,112.0,246.0,1366.0,269.0,297.0,22.0,1443.0,142.0,362.0,218.0,72.0,30.0,40.0,25.0,18.0,1034.0,1,1.346
LA PERLE,53.533088,-113.640709,Assault,March,2016,Q1,210.0,288.0,132.0,113.0,129.0,149.0,272.0,1321.0,172.0,454.0,63.0,1544.0,229.0,293.0,282.0,129.0,76.0,64.0,23.0,12.0,845.0,1,1.606
DUGGAN,53.47151,-113.506058,Robbery,September,2016,Q3,247.0,346.0,159.0,124.0,160.0,161.0,332.0,1453.0,249.0,589.0,39.0,674.0,188.0,283.0,283.0,164.0,92.0,74.0,29.0,20.0,555.0,2,1.156
EDMONTON NORTHLANDS,53.568372,-113.456446,Sexual Assaults,July,2016,Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.188
RITCHIE,53.513275,-113.482742,Sexual Assaults,December,2016,Q4,148.0,143.0,41.0,40.0,157.0,53.0,184.0,1698.0,177.0,377.0,47.0,914.0,208.0,346.0,378.0,170.0,120.0,88.0,41.0,43.0,654.0,1,1.344
ELMWOOD PARK,53.579591,-113.460917,Sexual Assaults,August,2016,Q3,44.0,53.0,17.0,13.0,16.0,24.0,45.0,244.0,78.0,114.0,40.0,405.0,72.0,79.0,53.0,20.0,10.0,8.0,2.0,0.0,311.0,1,1.202
MILL WOODS TOWN CENTRE,53.456458,-113.42748,Assault,March,2016,Q1,40.0,35.0,12.0,7.0,10.0,23.0,59.0,279.0,54.0,345.0,22.0,294.0,180.0,185.0,65.0,17.0,8.0,0.0,0.0,2.0,138.0,4,3.232
LYNNWOOD,53.515701,-113.589909,Assault,August,2016,Q3,103.0,166.0,70.0,29.0,51.0,38.0,161.0,887.0,228.0,320.0,39.0,1188.0,70.0,159.0,161.0,58.0,45.0,45.0,15.0,6.0,816.0,1,1.932
BLUE QUILL ESTATES,53.457627,-113.540195,Assault,February,2016,Q1,68.0,95.0,30.0,21.0,32.0,26.0,73.0,416.0,118.0,136.0,2.0,202.0,34.0,83.0,73.0,50.0,36.0,23.0,9.0,21.0,162.0,1,1.084
PLEASANTVIEW,53.493176,-113.507131,Assault,November,2016,Q4,149.0,135.0,65.0,56.0,128.0,65.0,216.0,1119.0,146.0,605.0,28.0,1190.0,348.0,332.0,261.0,83.0,46.0,45.0,21.0,21.0,821.0,2,1.956
JACKSON HEIGHTS,53.48166,-113.410848,Assault,April,2016,Q2,84.0,195.0,106.0,76.0,109.0,70.0,188.0,867.0,107.0,374.0,24.0,1777.0,41.0,120.0,158.0,78.0,56.0,41.0,9.0,13.0,717.0,3,1.296
EASTWOOD,53.576105,-113.46873,Robbery,November,2016,Q4,123.0,144.0,68.0,62.0,66.0,73.0,138.0,857.0,229.0,379.0,142.0,1734.0,341.0,306.0,173.0,42.0,12.0,12.0,4.0,1.0,1006.0,4,3.55
SHERWOOD,53.529102,-113.584145,Assault,December,2016,Q4,53.0,52.0,14.0,22.0,21.0,9.0,54.0,316.0,51.0,124.0,12.0,610.0,42.0,96.0,90.0,41.0,32.0,22.0,3.0,1.0,310.0,1,1.756
BARANOW,53.605734,-113.536103,Robbery,June,2016,Q2,63.0,41.0,16.0,4.0,23.0,30.0,42.0,309.0,42.0,210.0,17.0,980.0,144.0,143.0,94.0,18.0,11.0,5.0,2.0,3.0,555.0,1,1.348
GAGNON ESTATE INDUSTRIAL,53.580184,-113.585795,Assault,December,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.552
GOODRIDGE CORNERS,53.642395,-113.558741,Assault,October,2016,Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20,10.386
ELMWOOD PARK,53.579591,-113.460917,Assault,August,2016,Q3,44.0,53.0,17.0,13.0,16.0,24.0,45.0,244.0,78.0,114.0,40.0,405.0,72.0,79.0,53.0,20.0,10.0,8.0,2.0,0.0,311.0,6,2.736
TERWILLEGAR TOWNE,53.45067,-113.577738,Assault,August,2016,Q3,286.0,533.0,239.0,179.0,201.0,178.0,286.0,1830.0,100.0,555.0,18.0,1779.0,52.0,147.0,265.0,175.0,135.0,154.0,73.0,86.0,1179.0,1,1.16
KILLARNEY,53.588489,-113.479568,Robbery,March,2016,Q1,265.0,262.0,97.0,70.0,66.0,196.0,145.0,1052.0,244.0,310.0,63.0,1582.0,179.0,284.0,216.0,64.0,29.0,11.0,4.0,2.0,905.0,2,2.0
PAPASCHASE INDUSTRIAL,53.484285,-113.478646,Robbery,January,2016,Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.028
DUNLUCE,53.621473,-113.530183,Robbery,August,2016,Q3,236.0,341.0,165.0,138.0,117.0,145.0,301.0,1677.0,250.0,514.0,79.0,2360.0,203.0,317.0,312.0,122.0,69.0,60.0,10.0,8.0,1286.0,1,1.302
CALGARY TRAIL NORTH,53.490156,-113.494069,Assault,April,2016,Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.96
TIPASKAN,53.461895,-113.458,Assault,April,2016,Q2,178.0,261.0,99.0,83.0,90.0,96.0,163.0,929.0,189.0,227.0,39.0,606.0,163.0,204.0,184.0,54.0,43.0,18.0,9.0,9.0,324.0,1,1.448
BEAUMARIS,53.618422,-113.505007,Assault,March,2016,Q1,131.0,155.0,72.0,65.0,113.0,93.0,177.0,1010.0,121.0,967.0,49.0,1445.0,114.0,209.0,182.0,72.0,48.0,47.0,20.0,14.0,1253.0,1,1.456
ERMINESKIN,53.457639,-113.505728,Sexual Assaults,March,2016,Q1,206.0,222.0,102.0,89.0,177.0,131.0,254.0,1580.0,225.0,800.0,49.0,1406.0,367.0,531.0,322.0,94.0,60.0,45.0,28.0,11.0,986.0,1,1.248
HAZELDEAN,53.504206,-113.477889,Sexual Assaults,May,2016,Q2,114.0,194.0,82.0,52.0,100.0,60.0,211.0,1115.0,144.0,304.0,27.0,870.0,83.0,202.0,203.0,96.0,81.0,60.0,12.0,7.0,604.0,1,1.526
VIRGINIA PARK,53.560888,-113.450297,Sexual Assaults,September,2016,Q3,14.0,15.0,8.0,6.0,18.0,6.0,22.0,133.0,23.0,259.0,2.0,225.0,204.0,26.0,22.0,10.0,5.0,10.0,3.0,1.0,138.0,1,1.346
